HIP,RArad,DErad,Hpmag
34819,108.10994966,24.12870312,5.9435
34834,108.14058718,-46.7595645,4.5642
34888,108.27998093,-11.25136048,5.9022
34899,108.30571325,-45.18252481,4.8819
34909,108.34277941,16.15906772,5.0026
34912,108.34747246,51.42871259,5.5176
34922,108.38429562,-44.64052961,4.1465
34981,108.56340173,-26.35251637,4.3786
34987,108.58360676,3.11142119,5.5307
34999,108.61773026,-10.31624855,5.9606
35005,108.63604316,12.11586577,5.8701
35020,108.65893531,-48.27192837,4.7296
35025,108.67476884,24.88520199,5.9465
35029,108.69177404,-46.84967234,5.6878
35037,108.70275679,-26.77268606,3.9854
35044,108.71328415,-27.03792376,5.7432
35054,108.73812653,-41.42641743,5.8946
35083,108.83783439,-30.68647457,5.3003
35120,108.91423395,7.97773709,5.8047
35136,108.95880524,47.24041625,5.6685
35146,108.97924945,59.63809565,5.3698
35152,108.98823048,27.8974264,5.8356
35180,109.06075126,-15.5856548,5.4899
35181,109.06446677,-46.77461105,5.7866
35202,109.13273719,-38.31894022,5.7621
35205,109.14583941,-27.88127338,4.7283
35210,109.15348729,-23.31560126,4.9479
35226,109.20589889,-36.59264814,4.9692
35228,109.20762816,-67.95717269,4.1197
35264,109.28568388,-37.09748688,2.8296
35341,109.50927077,40.8833628,5.9277
35347,109.51773767,-43.9867725,5.8208
35350,109.5233617,16.54047524,3.6148
35363,109.57667004,-36.73396774,4.6661
35384,109.63324588,49.46474639,5.0523
35393,109.63966616,-39.21030722,5.2607
35406,109.65913645,-36.74274941,5.0554
35412,109.6682534,-24.55870784,4.8557
35415,109.67703294,-24.95438478,4.3329
35427,109.71366287,-26.58587073,5.456
35487,109.86700612,-16.39491269,5.7864
35550,110.03078875,21.98233983,3.6031
35564,110.08940793,-52.3118831,5.6053
35589,110.16172827,-52.08592535,5.3577
35611,110.22882943,-26.96385121,5.9357
35615,110.24288292,-14.36048863,5.7517
35626,110.26808526,-25.89167599,5.9069
35643,110.32308047,45.22817019,5.8251
35699,110.48708077,20.44371642,5.2102
35710,110.51120185,36.76063792,5.285
35712,110.51448949,0.17712538,5.9709
35727,110.55637522,-19.01658448,4.9465
35749,110.60582053,-5.98280795,5.9136
35785,110.71692441,55.28147059,5.7836
35795,110.75292904,-31.92379021,5.3603
35846,110.86897557,25.05060046,5.1874
35848,110.87072899,-27.83428332,5.496
35855,110.88291987,-32.20207862,5.3442
35904,111.02377104,-29.30311963,2.4215
35907,111.03529434,40.67244056,5.3785
35941,111.13935051,27.63781892,5.8579
35951,111.16746007,-16.20142349,5.173
35957,111.18278408,-31.80892634,5.5006
35984,111.23782875,51.88734393,5.9137
35987,111.24245488,11.66956,5.4091
35998,111.28515558,-13.75197579,5.884
36024,111.35530591,-25.21776485,5.7594
36039,111.40911867,-79.09420288,5.688
36041,111.4120778,9.27611829,5.1588
36046,111.43198418,27.79828559,3.9507
36114,111.59106526,-51.01849612,5.2581
36143,111.67696459,-34.14070796,5.8476
36145,111.67858748,49.21164499,4.6188
36168,111.74786311,-23.08603329,5.5706
36186,111.78329827,-17.86486496,5.6871
36188,111.78780104,8.28940883,2.8546
36236,111.92891057,-22.85919718,5.9518
36238,111.93497669,21.44554872,5.3365
36251,111.96526114,-11.55686242,5.9204
36258,111.99653065,-29.1559019,5.5418
36265,112.00865279,6.94207677,5.2924
36284,112.04095583,8.92550367,4.4592
36345,112.21316579,-31.84841222,5.8909
36348,112.21452124,48.18403784,5.678
36362,112.2705052,-31.45622956,5.7175
36363,112.27379578,-38.8121049,5.3536
36366,112.27754039,31.78407945,4.2473
36377,112.30782593,-43.30189094,3.3757
36388,112.32781373,-1.90530707,5.728
36393,112.33526399,28.11840383,5.1152
36396,112.34212756,-10.32665681,5.8586
36399,112.35670808,-7.55147385,5.9698
36425,112.44909194,12.00661102,4.7088
36429,112.45325627,27.91620002,5.182
36431,112.46422564,-23.02429923,4.921
36439,112.48273619,49.67266205,5.458
36514,112.67754189,-30.96228309,4.805
36528,112.71958041,68.46572671,5.8012
36547,112.76866729,82.41156866,4.9069
36616,112.95154508,17.08622907,5.6186
36641,113.02479199,1.91448221,5.3051
36721,113.29074029,-24.71077995,5.896
36723,113.29864667,3.29027479,5.6676
36732,113.33145746,-19.41235423,5.8068
36760,113.40207893,15.82669207,5.294
36773,113.44986681,-14.52390132,4.9406
36778,113.46270621,-36.33840168,5.376
36795,113.51335824,-22.29618047,4.5496
36812,113.56622522,3.37173638,5.8305
36817,113.57780646,-23.47366421,5.1662
36848,113.64510634,-27.01244878,5.941
36850,113.65001968,31.88863511,1.5811
36896,113.78673713,30.9609105,5.5097
36917,113.84557238,-28.36927801,4.6109
36942,113.91541768,-52.53380814,5.0749
36962,113.98071676,26.89600305,4.1682
36981,114.01624003,-14.49277342,5.6288
37023,114.13190982,46.18036762,5.7498
37036,114.1709948,-19.70235331,5.652
37043,114.18302447,-48.83016983,5.6864
37088,114.31971102,-4.11102239,5.237
37096,114.34216624,-34.96857047,4.5064
37140,114.47449458,48.77391155,5.9843
37173,114.57519736,-25.36478798,4.6539
37174,114.57588256,-48.60144832,5.7909
37204,114.63681714,35.04848398,5.7406
37223,114.68293451,-36.49684167,5.7336
37229,114.70784027,-26.80389045,3.7439
37265,114.79148556,34.58463285,4.9874
37279,114.82724202,5.22750758,0.4607
37297,114.86397513,-38.30806025,4.7771
37300,114.86912943,17.67451552,5.1487
37322,114.93262285,-38.13932822,5.6938
37329,114.94951068,-38.26067569,5.7412
37369,115.06134368,38.34456711,5.8603
37379,115.09671737,-15.26385205,5.1066
37391,115.12954675,87.02015628,5.1339
37441,115.30185607,48.13185163,5.748
37447,115.31198626,-9.55108324,4.0986
37450,115.31595066,-38.53357194,5.3684
37478,115.39648635,3.62482739,5.9508
37504,115.45498311,-72.60613526,4.1071
37508,115.46611803,13.48051411,5.8627
37521,115.51341296,14.20852994,5.5874
37590,115.70064325,-26.35125397,5.7978
37606,115.73817094,-45.17177315,5.1867
37609,115.75190677,58.71048682,4.9827
37623,115.79999233,-36.05012425,5.5594
37629,115.82785514,28.88407153,4.3955
37648,115.88498202,-28.41095715,4.731
37664,115.92428235,-40.9333296,5.2921
37677,115.95196715,-28.95483504,4.0152
37701,116.01744876,50.43386093,5.3145
37704,116.02884826,25.78421051,5.4224
37710,116.04059732,-36.06271346,5.8737
37740,116.1119523,24.39812909,3.7285
37751,116.1423861,-24.67409181,5.5503
37752,116.14249713,-37.94295566,5.854
37819,116.31376645,-37.96859869,3.72
37826,116.33068294,28.02631022,1.2947
37853,116.39657451,-34.17655078,5.4757
37891,116.48698666,-14.56382021,5.1162
37901,116.50900596,-6.77228454,5.6414
37908,116.531224,18.51016877,4.9991
37915,116.54399481,-37.93370026,5.8384
37921,116.56757936,10.7683113,5.2598
37946,116.66358017,37.51736313,5.2301
37995,116.80232687,-22.5195353,5.8304
38010,116.85416602,-38.51115612,5.0403
38016,116.87640288,33.41576667,5.2343
38020,116.88129098,-46.60850951,5.1672
38048,116.98659214,-12.19289298,5.5798
38070,117.02156224,-25.93718043,4.4428
38089,117.08436528,-47.07753204,4.8605
38146,117.25706891,-24.91224357,5.4547
38152,117.27800976,-56.41038519,5.7366
38159,117.30361008,-46.85774086,5.7746
38160,117.30394214,-60.28402887,5.8749
38164,117.30957939,-46.37322722,4.031
38167,117.31105561,-35.24330822,5.9286
38170,117.32357816,-24.85978408,3.5109
38200,117.39761881,-33.28895411,5.7047
38210,117.420817,-66.19597313,5.7683
38211,117.42153393,-17.22812319,5.3308
38253,117.54406907,-9.18344165,5.7758
38370,117.91817872,-42.88822222,5.981
38373,117.92498654,1.76687792,5.0892
38375,117.92939125,-21.1737422,5.78
38382,117.94309861,-13.89718988,5.277
38414,118.05435646,-40.57579879,3.8645
38423,118.06584621,-34.70602131,5.1107
38427,118.07868092,-14.84617883,5.785
38438,118.12394424,-54.36718441,5.6423
38455,118.16105545,-38.86282214,4.4288
38474,118.19946285,-5.42818725,5.8573
38497,118.26464291,-36.36377388,5.609
38500,118.26517655,-49.61307934,4.5444
38518,118.32567838,-48.10294835,4.1865
38538,118.37431903,26.76585795,5.0049
38593,118.54588053,-35.8772956,5.4164
38639,118.67807792,47.56459193,5.6016
38656,118.72246934,-57.30288348,5.779
38712,118.88099043,8.86305719,5.9457
38722,118.91626744,19.88406675,5.374
38732,118.94414828,-43.84505802,5.9948
38783,119.07772589,-60.5264617,5.887
38827,119.19475736,-52.98240068,3.3939
38835,119.21482607,-22.88014848,4.3403
38846,119.24087208,-43.50042404,5.3028
38848,119.2477874,15.79038259,5.9651
38872,119.3267941,-44.10987554,5.0214
38901,119.41713223,-30.33458694,4.8279
38908,119.44293569,-60.30336068,5.7112
38917,119.46555672,-45.57774484,5.3055
38957,119.56018321,-49.24492849,4.377
38962,119.58644852,2.22452546,5.4568
38994,119.71065389,-60.82448838,5.762
39014,119.75754806,-45.21586301,5.9337
39023,119.77384368,-23.31040266,5.2613
39061,119.86843757,-39.29683928,5.3147
39070,119.90644286,-60.58708864,5.2633
39079,119.93410277,-3.67957834,5.0967
39095,119.96689623,-18.3991427,4.6427
39117,120.04898429,73.91801024,5.5071
39138,120.08320524,-63.56750282,4.7573
39177,120.19714041,17.30870977,5.7693
39184,120.20818263,-54.15129596,5.8164
39211,120.30540123,-1.39242395,4.814
39213,120.30795588,4.87977852,5.6608
39221,120.33644728,59.04731881,5.8737
39236,120.37619092,16.45532347,5.9951
39251,120.40636602,-37.28373206,5.9568
39311,120.5664721,2.33431419,4.5441
39360,120.68662034,-41.30986544,5.4622
39380,120.76737441,-32.46357107,5.9819
39424,120.8795795,27.79441758,5.1084
39429,120.89612568,-40.00318834,2.1364
39487,121.06747264,-32.67484681,5.2527
39538,121.19660894,79.47974262,5.3833
39566,121.26544436,-53.10791357,5.6742
39567,121.26879072,13.11837056,5.159
39690,121.66809935,-45.26604224,5.1932
39734,121.82519256,-20.55434578,5.3772
39757,121.88625905,-24.30443679,2.9157
39780,121.94100546,21.58197924,5.4237
39794,121.98267009,-68.6171364,4.3109
39847,122.11459768,51.50667574,4.8196
39863,122.1485734,-2.98377686,4.522
39903,122.25357552,-61.30170598,4.8438
39906,122.25684795,-19.24500097,4.3527
39919,122.28964383,-48.68440964,5.6352
39943,122.3689162,-16.24890644,5.6069
39953,122.38314733,-47.33661168,1.7034
39957,122.39013217,-56.08547484,5.7211
39961,122.3996793,-44.12277909,5.1346
39970,122.42983169,-47.93721652,5.159
40023,122.61344988,25.5081799,5.8748
40035,122.66656884,-13.79934749,5.6364
40077,122.79501921,-48.46200368,5.7728
40084,122.81800536,-12.92701832,4.8789
40091,122.83958462,-39.61855325,4.5587
40096,122.85790342,-42.98728872,4.8043
40107,122.88762398,-7.77247625,5.5155
40155,122.99988048,-46.64436988,5.9042
40167,123.05295612,17.64813588,4.7809
40183,123.1283193,-46.26430809,5.9726
40215,123.20328566,68.47405418,5.5047
40240,123.28697715,29.65658602,5.5974
40259,123.33322946,-15.78821465,5.1622
40274,123.37301022,-35.89954209,4.7332
40282,123.39261113,-50.19606694,5.6111
40285,123.40068052,-46.99165329,5.0877
40321,123.49299206,-36.32229979,5.0194
40326,123.51203067,-40.3477303,4.5868
40344,123.55537211,-35.49007214,5.9396
40357,123.59949295,-45.83454837,5.7926
40429,123.81647457,-62.91561692,5.1904
40526,124.12895281,9.18566355,3.6714
40646,124.4600801,59.57112839,5.6889
40678,124.57244793,-35.45170507,5.754
40680,124.57824011,-65.61324578,5.2313
40702,124.63027823,-76.91998249,4.1488
40706,124.63913842,-36.65953286,4.5022
40772,124.82159851,62.50713889,5.8873
40793,124.88421845,75.75686907,5.7066
40817,124.9541481,-71.51499624,5.3194
40834,125.00232991,-71.50546244,5.6004
40843,125.01613464,27.21862146,5.2335
40866,125.08721859,20.74783189,5.9733
40875,125.10832098,57.74324461,5.9813
40881,125.13395526,24.02235677,5.9153
40888,125.16203305,-77.48457641,4.5099
40932,125.30042499,-57.97323047,5.9362
40943,125.33770577,-36.48419366,5.1127
40944,125.33843479,-20.07901234,5.7236
40945,125.34597661,-33.05437212,4.9864
40990,125.47776046,-17.58630035,5.8771
41003,125.51884198,-73.40005906,5.2946
41037,125.62860249,-59.50953781,1.9996
41039,125.63207749,-48.4903975,4.75
41074,125.70808191,-26.34823502,5.9787
41075,125.70887553,43.18837241,4.3649
41080,125.72542187,-7.54313572,5.9817
41081,125.72991594,-52.12377696,5.9059
41152,125.95220451,53.21995138,5.5632
41191,126.08492592,-80.91471967,5.8383
41211,126.14640824,-3.75117745,5.7125
41242,126.22998553,-23.15381691,5.6954
41250,126.23839784,-42.76985015,5.9071
41260,126.26565741,-24.04626222,5.4468
41296,126.38058011,-51.72745689,5.1213
41299,126.39812628,2.10224942,5.8623
41307,126.41529522,-3.90636472,3.8987
41312,126.4343594,-66.13652029,3.9319
41323,126.46634633,-42.15310402,5.4028
41325,126.47828046,7.56452891,5.2929
41375,126.61345237,-3.98729969,5.667
41377,126.61553382,27.89386199,5.729
41395,126.67502834,-12.53453981,5.6825
41400,126.6831252,12.65486251,5.5917
41404,126.69614829,26.93548601,5.535
41451,126.81994784,-70.09359522,5.5168
41483,126.90271179,-53.08853987,5.1527
41515,126.99760703,-35.11378837,5.6946
41616,127.2698255,-47.92893955,5.2942
41621,127.28155332,-44.16043125,5.7842
41639,127.36453407,-44.72482751,4.9703
41674,127.44022549,-46.33172792,5.9407
41704,127.56679237,60.71843103,3.5041
41723,127.61924902,-32.15928735,5.7575
41816,127.87738015,24.08121638,5.7859
41817,127.87893423,-19.57744128,5.408
41822,127.899029,18.09455755,5.4518
41861,128.02072031,-53.21196071,5.8035
41909,128.17718686,20.44127062,5.5011
42001,128.41019501,-38.84883264,5.8883
42028,128.50682152,-2.15160495,5.8133
42080,128.65078041,65.14527352,5.5208
42088,128.68170301,-49.94424614,5.158
42090,128.68293135,36.41971902,5.7824
42129,128.81491565,-58.22476335,5.2101
42134,128.83186742,-58.00929492,5.0097
42146,128.86754696,-7.98233097,5.7243
42177,128.96683262,-50.96967692,5.7462
42265,129.27410979,9.65559622,5.9576
42286,129.32852698,-62.853412,5.6141
42312,129.41100564,-42.98910388,4.1704
42313,129.41419757,5.70379857,4.1512
42334,129.46736838,-26.25497011,5.2406
42372,129.59274785,53.40157518,5.8189
42402,129.6893702,3.34147483,4.6208
42425,129.77136739,-70.38665212,5.199
42430,129.78362587,-22.66290696,5.1865
42438,129.79892625,65.02069322,5.7592
42459,129.84944537,-53.43982457,5.4099
42483,129.92704476,-29.56086195,5.0306
42504,129.99009381,-53.05478187,5.1282
42509,130.00633075,-12.4753743,5.1178
42515,130.02556915,-35.30830087,4.1264
42527,130.05374385,64.32787194,4.7499
42535,130.07287043,-53.0154541,5.518
42536,130.0733715,-52.92197266,3.5371
42540,130.08007159,-40.26389349,5.1869
42564,130.1469022,-45.19111452,5.7589
42568,130.15431359,-59.76101479,4.2809
42570,130.1565638,-46.64875494,3.929
42604,130.25436674,45.83378529,5.5185
42614,130.27218436,-48.92268897,5.8298
42624,130.30475063,-47.3171412,4.8052
42637,130.33167288,-78.96342632,5.4346
42662,130.43055839,-15.94314871,5.0383
42679,130.48714007,-45.41072578,5.2752
42712,130.5674899,-48.09909893,5.4183
42715,130.57922921,-53.10011493,5.448
42726,130.60587668,-53.11404061,4.7789
42795,130.80139709,12.68087082,5.7192
42799,130.80619301,3.3986656,4.2274
42806,130.82172117,21.46859618,4.6734
42828,130.89811459,-33.1864114,3.6188
42834,130.91781669,-49.82281049,5.0793
42835,130.91825118,-7.23372789,4.7805
42884,131.09985837,-42.64932344,4.2097
42911,131.17129191,18.15486373,4.1036
42913,131.17582214,-54.70856805,1.9511
42917,131.187686,10.0817123,5.6114
42923,131.21638725,-37.14725986,5.6902
43012,131.48014407,-79.50457018,5.8947
43023,131.50689453,-46.04153923,3.9006
43026,131.51021789,-2.04876808,5.8663
43067,131.59386464,-13.54770493,4.466
43082,131.62729638,-45.91251651,5.52
43103,131.67430935,28.76000523,4.1992
43105,131.67732988,-56.76979712,4.4402
43109,131.6943589,6.41890803,3.5004
43121,131.73357144,12.11007621,5.9352
43142,131.81253198,-1.89705966,5.307
43148,131.8285351,-46.1554278,5.851
43234,132.10825307,5.83788491,4.3465
43305,132.34057359,-3.44297068,5.2749
43325,132.41319516,-40.32015592,5.5014
43347,132.44853461,-45.30790993,4.9627
43352,132.46458738,-32.78040806,5.351
43392,132.58758787,-42.08979994,5.9642
43409,132.6333805,-27.71005865,4.1794
43413,132.63943274,-46.52919617,5.0175
43414,132.64450288,-66.79322501,5.4326
43496,132.89349888,-7.17721257,5.5849
43499,132.90221784,-57.63361541,5.5591
43531,132.98684296,43.72649188,5.3154
43584,133.14426782,32.47412343,5.7355
43589,133.1609049,-48.35909794,5.8593
43603,133.20008555,-38.72413109,5.9084
43644,133.34404086,61.96221379,5.7908
43669,133.45278796,-60.35393127,5.756
43671,133.46083752,-47.52071996,5.3838
43721,133.56126898,30.57917736,5.5581
43783,133.76192397,-60.64471188,3.8046
43797,133.798988,-54.96554652,5.8116
43798,133.80174621,-18.24120656,5.9042
43813,133.84868675,5.94552781,3.2803
43825,133.88131472,-27.68162575,4.9192
43834,133.91536931,27.92756266,5.3998
43851,133.98148409,11.62605799,5.6177
43878,134.08032524,-52.72351067,4.6388
43894,134.12740921,40.20156713,5.9841
43903,134.15619448,64.60403046,5.722
43908,134.17451462,-85.66323422,5.5043
43923,134.20857174,45.63175501,5.8901
43932,134.23597615,32.91058915,5.4987
43937,134.24344614,-59.22935899,4.8547
43970,134.31213785,15.32271708,5.2761
44001,134.39651328,15.58123424,5.7504
44066,134.62165396,11.85777235,4.3023
44075,134.68243685,-16.13324603,5.9193
44093,134.71844284,-47.23482309,5.2287
44127,134.80349431,48.0423495,3.188
44143,134.85158731,-59.08439714,5.264
44154,134.88618571,32.41864329,5.3905
44191,135.0226673,-41.25373794,4.5767
44248,135.16146546,41.78344222,4.0591
44256,135.19061304,-60.96384708,5.9631
44283,135.28536455,-68.68391834,5.9791
44299,135.33698076,-41.86429054,5.5135
44307,135.35053841,32.25229485,5.9128
44337,135.43572133,-52.18871794,5.1965
44356,135.4917311,-0.48284163,5.8062
44382,135.61166181,-66.39584362,4.0505
44390,135.63635798,67.62957481,4.8084
44405,135.68444593,24.45293259,5.4493
44471,135.90649443,47.15665938,3.5778
44504,136.00167851,54.28387678,5.7586
44511,136.03883559,-47.09771373,3.9211
44599,136.28679284,-72.60269379,4.5979
44613,136.35044311,48.53035835,5.5818
44626,136.40992584,-70.53852045,4.6135
44659,136.49324121,5.09234246,5.1558
44700,136.63245005,38.4522504,4.7278
44798,136.93676818,10.66821513,5.2066
44816,136.9990715,-43.43262377,2.3385
44818,137.00029772,29.65422733,5.5805
44824,137.01190557,-25.85853692,4.7275
44857,137.09805475,66.87333337,5.2735
44883,137.17580064,-8.5895136,5.5879
44901,137.21827365,51.60472728,4.5355
44923,137.26770246,-18.32859919,5.7381
44936,137.29792657,-12.35770775,5.9223
44946,137.33972451,22.04544718,5.3182
44961,137.3982495,-8.78763087,5.6305
45001,137.48504811,-30.36528258,5.6476
45038,137.5980261,67.13423885,4.8936
45058,137.66168918,30.963219,5.45
45075,137.72888182,63.51378093,4.7392
45080,137.74210507,-58.96693013,3.3666
45085,137.7683441,-44.86791234,5.0543
45101,137.81986647,-62.31701588,3.8999
45122,137.88912087,-46.58392951,5.7132
45127,137.92061266,-39.25887082,5.9803
45158,137.99487891,-19.74774076,5.8821
45189,138.12725469,-43.61329159,5.5322
45219,138.23176971,-59.41396664,5.6833
45238,138.30100317,-69.71747241,1.6625
45270,138.39364695,-47.33844019,5.9077
45290,138.45095818,43.2179126,5.2541
45314,138.53429098,-44.14585352,5.8124
45328,138.57510264,-55.56970115,5.4285
45333,138.58562969,61.42339499,5.3096
45336,138.59080474,2.31502504,3.8713
45344,138.60210311,-43.22752181,5.1955
45410,138.80781987,14.9415366,5.5162
45418,138.82357569,-58.38837993,5.9802
45439,138.90317395,-38.5699178,5.0852
45448,138.93778948,-37.41312628,4.727
45455,138.95753501,56.74147739,5.4003
45461,138.96979099,72.94646224,5.9923
45493,139.04699484,54.02171209,4.8668
45496,139.05042653,-57.54143794,4.4359
45505,139.09598908,-44.26574584,5.2411
45526,139.17240336,-8.7447595,5.4629
45527,139.17384051,-6.35315505,5.3985
45544,139.23791108,-39.40145475,5.4748
45556,139.27261829,-59.27526115,2.2822
45559,139.282217,-14.57405765,5.986
45571,139.32250174,-68.68957271,5.4888
45581,139.35505913,-74.89438988,5.3092
45585,139.36514205,-74.73467637,5.8697
45590,139.37985676,46.81719927,5.9823
45631,139.5245433,-51.05089544,5.2487
45661,139.60810046,35.3641252,5.9862
45675,139.67650538,-51.56065999,5.972
45688,139.71111414,36.80289789,3.8299
45743,139.88796503,-15.8345344,5.9483
45751,139.94332854,-11.97488211,4.9348
45811,140.12094145,-9.55562943,4.9696
45856,140.23679329,-62.40463296,4.9557
45860,140.26441179,34.39252548,3.252
45902,140.37332831,-25.96541639,4.7991
45915,140.43041819,56.69924821,5.7694
45920,140.45878621,-55.51487109,5.6759
45924,140.46224935,-42.19473825,5.6437
45941,140.52845503,-55.01069513,2.4131
45962,140.59997928,-46.04750234,5.8972
46026,140.80140162,-28.83392308,4.8744
46107,141.04053911,-80.78720515,5.4411
46146,141.16366378,26.18244076,4.6163
46221,141.35017602,-5.11737864,5.7219
46225,141.36407333,-61.9506122,5.8085
46283,141.5749063,-53.37893599,5.0651
46358,141.77707609,-71.60209206,5.6276
46371,141.8262397,-22.34341763,4.8881
46390,141.89688204,-8.65868307,2.135
46404,141.94548761,-6.07102868,5.5035
46454,142.11406986,9.05677082,5.5324
46457,142.12164082,8.18837324,5.8866
46460,142.12749147,-66.70198887,5.9102
46471,142.16664438,45.60179475,5.5618
46509,142.28682802,-2.76895598,4.6967
46511,142.30272561,-20.7491444,5.7707
46515,142.31140612,-35.95134765,4.6623
46578,142.47716143,-26.58961729,5.6546
46594,142.52136656,-51.51719303,5.4293
46620,142.59772186,-58.36190439,5.9025
46651,142.675471,-40.46688846,3.6577
46657,142.69200607,-31.88917084,5.7795
46701,142.80564082,-57.03439143,3.2811
46733,142.88154034,63.06179549,3.7327
46734,142.88413633,-31.87183104,5.9852
46735,142.88520677,35.10350884,5.4868
46741,142.90134715,-73.08091879,5.584
46750,142.93016798,22.96806549,4.4252
46771,142.98663496,11.30003042,5.1437
46774,142.98992715,9.71579816,5.2163
46776,142.99556099,-1.18465415,4.5926
46811,143.08029472,-40.64932116,5.498
46813,143.08512294,-19.40032606,5.7834
46853,143.21802163,51.67860217,3.277
46880,143.30196869,-21.11575927,5.1798
46897,143.35873235,-22.86401797,5.9327
46914,143.43566597,-49.00509336,5.0847
46928,143.47293774,-80.94129383,5.0221
46950,143.53667181,-51.2552821,4.9442
46952,143.55573745,36.39761341,4.697
46974,143.61109609,-59.22976799,4.0868
46977,143.62069997,69.83015424,4.6937
46982,143.63600858,-5.91480662,5.7211
47006,143.70622896,52.05156751,4.4948
47013,143.72245285,72.20586411,5.8886
47029,143.76605264,39.62144307,4.9647
47080,143.91678139,35.81076687,5.5435
47168,144.17854361,31.16184067,5.6704
47175,144.20690397,-49.35512893,4.3954
47187,144.25103227,-25.29684737,5.8534
47189,144.26079451,16.43795924,5.8983
47193,144.27230028,81.32642076,4.4258
47199,144.29112328,-32.1786127,5.7859
47204,144.30281744,-53.66848662,5.4884
47205,144.30295183,6.83577495,5.1697
47267,144.5059759,-43.19086908,5.6731
47300,144.59077882,40.23976667,5.3448
47310,144.61410469,4.64941425,4.821
47391,144.83767054,-61.32810528,4.4918
47431,144.96389186,-1.14265766,4.052
47452,145.07657939,-14.33224523,5.0159
47479,145.17751126,-57.98357141,5.3665
47498,145.25876231,-57.25944111,5.9641
47508,145.28799101,9.8923988,3.6282
47522,145.32094151,-23.5915214,4.7213
47544,145.39627227,31.27784061,5.9861
47559,145.44974987,-55.21376961,5.9498
47570,145.50158515,39.75796845,5.7766
47592,145.56113125,-23.91620862,5.0366
47594,145.56222183,69.23770607,5.8861
47654,145.73849359,72.25268528,5.3153
47701,145.88863081,29.97472478,5.6795
47717,145.9262555,-53.89136166,5.5496
47723,145.93292291,14.02170703,5.4483
47758,146.05054254,-27.76956303,4.8997
47854,146.31178125,-62.50792321,3.9414
47908,146.46292656,23.77427817,3.1168
47943,146.54183688,6.70861454,5.8895
47956,146.58507818,-76.77598142,5.5935
47959,146.59723792,11.81000115,5.7974
47960,146.59851277,1.78568639,5.7313
47963,146.62658771,-44.75505913,5.5094
47965,146.63193359,57.12798962,5.1354
48002,146.77557344,-65.07201887,3.0186
48113,147.14660288,46.02123343,5.2071
48224,147.48817283,-45.73276008,5.0645
48287,147.6748746,-46.93400199,5.8977
48310,147.73165849,-62.74513696,5.728
48319,147.7487155,59.03910451,3.8476
48339,147.80014009,-59.42567283,5.926
48348,147.83234203,-46.19395358,5.7868
48356,147.86951018,-14.84654996,4.2725
48374,147.91953473,-46.54764428,4.7497
48390,147.97093521,24.39579482,5.3556
48402,148.0265014,54.06428572,4.5812
48437,148.1269626,-8.10491551,5.0859
48455,148.19148996,26.00708518,4.0498
48519,148.42886236,5.95856917,5.975
48527,148.45879636,-51.14671449,5.8925
48559,148.55182714,-25.93248193,5.0366
48561,148.57361903,-45.28352737,5.6828
48613,148.71360216,-50.24397654,5.7248
48615,148.71765446,-19.00926976,5.0366
48682,148.92919019,49.81979487,5.3087
48748,149.14779198,-33.41854965,5.9936
48774,149.21564515,-54.56779725,3.5031
48833,149.4214357,41.05569711,5.2114
48883,149.55579541,12.44483962,5.2563
48926,149.71808381,-35.89093308,5.3078
48982,149.90115709,29.64532463,5.9155
49005,149.96549967,56.8118756,5.6299
49029,150.05343498,8.04427695,4.7614
49065,150.18293634,-82.21474563,5.5479
49081,150.25425116,31.92471459,5.5094
49220,150.70399587,21.94927064,5.6102
49339,151.0875699,-24.28559601,5.7772
49363,151.15143798,53.8917255,5.8215
49402,151.28121862,-13.06467446,4.5736
49485,151.54675529,-47.36986506,5.2149
49569,151.78954052,-17.14159641,5.719
49583,151.83313986,16.76266561,3.5034
49593,151.85718822,35.24469196,4.5375
49637,151.97632836,9.99766372,4.5114
49641,151.98456482,-0.37162836,4.4798
49669,152.09358042,11.96719519,1.3232
49698,152.17849076,-65.81553284,5.427
49712,152.23439012,-51.81126192,4.8151
49764,152.37582915,-68.68283274,5.817
49809,152.5248311,-12.81565798,5.3846
49812,152.53149011,-8.40816298,5.9162
49841,152.6474869,-12.35383947,3.7748
49865,152.73275554,-8.4183513,5.7919
49934,152.94363294,-58.06056003,5.7201
50027,153.2016382,4.61469027,5.9367
50070,153.34533985,-51.23293765,5.3442
50078,153.3668506,-51.75580455,5.8282
50083,153.37784437,-66.37283943,5.2187
50099,153.43449551,-70.03792176,3.2783
50191,153.68447404,-42.12206275,3.8653
50241,153.88145179,-43.11224116,5.706
50303,154.06033101,29.31055981,5.5064
50333,154.16979651,13.7283713,5.5108
50335,154.17251782,23.41732831,3.5096
50371,154.27085573,-61.33231981,3.5298
50372,154.27469481,42.91446775,3.4586
50384,154.31166925,23.10645616,5.9175
50414,154.4079025,-8.06892091,5.3281
50448,154.50896043,65.10837344,5.7981
50456,154.53166919,-28.99202663,5.6079
50480,154.61777521,-41.66849766,5.9534
50493,154.65899386,-56.11067519,5.9113
50520,154.77133115,-64.67628786,5.6815
50555,154.90318834,-55.02931448,4.7165
50564,154.93462605,19.47143603,4.8871
50583,154.99234103,19.84186021,2.1684
50609,155.06967982,-47.69909971,5.7605
50676,155.22839577,-56.04322418,4.4508
50685,155.26428358,68.74773392,5.9466
50786,155.54439708,41.22986693,5.8479
50799,155.58169188,-41.65010791,4.9905
